Generations:
0: ((11, 19, 8, 12, 10, 17, 18, 5, 21, 1, 4, 24, 9, 23, 6, 3, 0, 16, 14, 13, 7, 22, 20, 2, 15), 1024)
1: ((11, 19, 8, 12, 10, 17, 18, 5, 21, 1, 4, 24, 9, 23, 6, 3, 0, 16, 14, 13, 7, 22, 20, 2, 15), 1024)
2: ((0, 9, 19, 2, 6, 18, 17, 4, 11, 15, 24, 23, 10, 16, 12, 1, 3, 8, 13, 5, 14, 21, 22, 7, 20), 1019)
3: ((0, 9, 19, 2, 6, 18, 17, 4, 11, 15, 24, 23, 10, 16, 12, 1, 3, 8, 13, 5, 14, 21, 22, 7, 20), 1019)
4: ((7, 20, 15, 0, 9, 4, 19, 2, 6, 18, 23, 24, 10, 16, 12, 5, 1, 3, 8, 11, 13, 17, 14, 21, 22), 1018)
5: ((7, 20, 15, 0, 9, 4, 19, 2, 6, 18, 23, 24, 10, 16, 12, 5, 1, 3, 8, 11, 13, 17, 14, 21, 22), 1018)
6: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
7: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
8: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
9: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
10: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
11: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
12: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
13: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
14: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
15: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
16: ((16, 18, 4, 23, 2, 10, 22, 5, 14, 12, 11, 7, 3, 0, 21, 17, 20, 6, 8, 24, 19, 1, 15, 9, 13), 1000)
17: ((2, 18, 10, 16, 12, 5, 8, 17, 21, 1, 22, 24, 7, 4, 6, 15, 9, 11, 3, 23, 13, 14, 20, 0, 19), 999)
18: ((2, 18, 10, 16, 12, 5, 8, 17, 21, 1, 22, 24, 7, 4, 6, 15, 9, 11, 3, 23, 13, 14, 20, 0, 19), 999)
19: ((15, 18, 8, 9, 0, 17, 20, 24, 13, 2, 10, 6, 1, 5, 14, 4, 12, 22, 21, 19, 16, 23, 7, 3, 11), 983)
20: ((16, 18, 4, 23, 2, 10, 1, 12, 3, 7, 0, 21, 17, 20, 6, 24, 8, 5, 11, 14, 19, 22, 15, 9, 13), 969)
21: ((16, 18, 4, 23, 2, 10, 1, 12, 3, 7, 0, 21, 17, 20, 6, 24, 8, 5, 11, 14, 19, 22, 15, 9, 13), 969)
22: ((16, 18, 4, 23, 2, 10, 1, 11, 14, 12, 7, 3, 0, 20, 21, 17, 6, 8, 5, 24, 19, 22, 15, 9, 13), 968)
23: ((16, 18, 4, 23, 2, 10, 1, 11, 14, 12, 7, 3, 0, 20, 21, 17, 6, 8, 5, 24, 19, 22, 15, 9, 13), 968)
24: ((16, 18, 4, 23, 2, 10, 1, 11, 14, 12, 7, 3, 0, 20, 21, 17, 6, 8, 5, 24, 19, 22, 15, 9, 13), 968)
25: ((16, 18, 4, 23, 2, 10, 1, 11, 14, 12, 7, 3, 0, 20, 21, 17, 6, 8, 5, 24, 19, 22, 15, 9, 13), 968)
26: ((18, 16, 2, 10, 5, 12, 21, 17, 23, 19, 4, 3, 7, 8, 22, 24, 14, 20, 15, 1, 0, 11, 9, 13, 6), 968)
27: ((18, 16, 2, 10, 5, 12, 21, 17, 23, 19, 4, 3, 7, 8, 22, 24, 14, 20, 15, 1, 0, 11, 9, 13, 6), 968)
28: ((16, 18, 4, 2, 1, 10, 14, 12, 5, 7, 0, 21, 17, 20, 11, 3, 23, 6, 8, 24, 19, 22, 15, 9, 13), 964)
29: ((16, 18, 4, 2, 1, 10, 14, 12, 5, 7, 0, 21, 17, 20, 11, 3, 23, 6, 8, 24, 19, 22, 15, 9, 13), 964)
30: ((16, 18, 4, 2, 1, 10, 14, 12, 5, 7, 0, 21, 17, 20, 11, 3, 23, 6, 8, 24, 19, 22, 15, 9, 13), 964)
31: ((16, 18, 4, 2, 1, 10, 14, 12, 5, 7, 0, 21, 17, 20, 11, 3, 23, 6, 8, 24, 19, 22, 15, 9, 13), 964)
32: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
33: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
34: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
35: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
36: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
37: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
38: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
39: ((16, 18, 10, 8, 17, 12, 23, 1, 4, 7, 19, 21, 22, 15, 5, 9, 11, 3, 14, 2, 0, 20, 6, 13, 24), 957)
40: ((16, 18, 4, 2, 1, 10, 14, 12, 5, 7, 0, 21, 17, 20, 11, 3, 23, 6, 8, 24, 19, 22, 15, 9, 13), 964)
41: ((16, 18, 4, 2, 1, 10, 14, 12, 5, 7, 0, 21, 17, 20, 11, 3, 23, 6, 8, 24, 19, 22, 15, 9, 13), 964)
42: ((15, 18, 10, 16, 12, 5, 8, 17, 21, 1, 22, 24, 7, 4, 6, 20, 9, 11, 0, 13, 2, 23, 19, 3, 14), 958)
43: ((15, 18, 10, 16, 12, 5, 8, 17, 21, 1, 22, 24, 7, 4, 6, 20, 9, 11, 0, 13, 2, 23, 19, 3, 14), 958)
44: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
45: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
46: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
47: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
48: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
49: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
50: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
51: ((16, 18, 10, 8, 17, 21, 9, 23, 20, 1, 24, 7, 4, 6, 12, 15, 13, 2, 11, 14, 3, 0, 19, 22, 5), 957)
