Generations:
0: ((7, 9, 2, 1, 3, 6, 8, 0, 4, 5), 726)
1: ((7, 9, 2, 1, 3, 6, 8, 0, 4, 5), 726)
2: ((6, 0, 4, 8, 5, 1, 9, 3, 7, 2), 699)
3: ((6, 0, 4, 8, 5, 1, 9, 3, 7, 2), 699)
4: ((6, 0, 4, 8, 5, 1, 9, 3, 7, 2), 699)
5: ((6, 0, 4, 8, 5, 1, 9, 3, 7, 2), 699)
6: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
7: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
8: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
9: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
10: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
11: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
12: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
13: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
14: ((6, 0, 4, 8, 1, 3, 7, 5, 9, 2), 694)
15: ((6, 0, 4, 8, 1, 3, 7, 5, 9, 2), 694)
16: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
17: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
18: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
19: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
20: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
21: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
22: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
23: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
24: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
25: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
26: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
27: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
28: ((6, 0, 4, 8, 5, 1, 3, 9, 7, 2), 699)
29: ((0, 1, 7, 4, 8, 5, 9, 6, 3, 2), 701)
30: ((0, 1, 7, 4, 8, 5, 9, 6, 3, 2), 701)
31: ((0, 1, 7, 4, 8, 5, 9, 6, 3, 2), 701)
32: ((0, 1, 7, 4, 8, 5, 9, 6, 3, 2), 701)
33: ((5, 4, 7, 1, 8, 9, 6, 2, 0, 3), 702)
34: ((5, 9, 6, 2, 1, 4, 3, 0, 7, 8), 702)
35: ((5, 9, 6, 2, 1, 4, 3, 0, 7, 8), 702)
36: ((5, 9, 6, 2, 1, 4, 3, 0, 7, 8), 702)
37: ((3, 0, 4, 1, 8, 5, 6, 9, 2, 7), 703)
38: ((3, 0, 4, 1, 8, 5, 6, 9, 2, 7), 703)
39: ((3, 0, 4, 1, 8, 5, 6, 9, 2, 7), 703)
40: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
41: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
42: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
43: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
44: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
45: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
46: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
47: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
48: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
49: ((1, 4, 7, 8, 5, 6, 3, 9, 2, 0), 702)
50: ((8, 4, 7, 9, 2, 0, 3, 1, 6, 5), 693)
51: ((8, 4, 7, 9, 2, 0, 3, 1, 6, 5), 693)
