Generations:
0: ((3, 11, 21, 22, 14, 10, 23, 24, 2, 8, 6, 16, 4, 1, 5, 9, 13, 15, 7, 20, 12, 19, 17, 18, 0), 988)
1: ((4, 5, 14, 8, 6, 9, 24, 10, 23, 17, 11, 16, 18, 0, 22, 2, 19, 13, 21, 12, 1, 15, 20, 7, 3), 987)
2: ((23, 3, 2, 12, 9, 16, 24, 18, 17, 21, 19, 1, 7, 8, 22, 20, 15, 10, 5, 4, 11, 0, 14, 6, 13), 984)
3: ((23, 3, 2, 12, 9, 16, 24, 18, 17, 21, 19, 1, 7, 8, 22, 20, 15, 10, 5, 4, 11, 0, 14, 6, 13), 984)
4: ((24, 2, 8, 1, 5, 9, 13, 15, 11, 4, 14, 17, 6, 18, 21, 22, 20, 23, 16, 7, 12, 19, 0, 3, 10), 957)
5: ((24, 2, 8, 1, 5, 9, 13, 15, 11, 4, 14, 17, 6, 18, 21, 22, 20, 23, 16, 7, 12, 19, 0, 3, 10), 957)
6: ((24, 2, 8, 1, 5, 9, 13, 15, 11, 4, 14, 17, 6, 18, 21, 22, 20, 23, 16, 7, 12, 19, 0, 3, 10), 957)
7: ((6, 14, 10, 17, 23, 9, 24, 18, 21, 19, 1, 7, 8, 22, 20, 15, 5, 4, 11, 16, 0, 3, 12, 2, 13), 952)
8: ((6, 14, 10, 17, 23, 9, 24, 18, 21, 19, 1, 7, 8, 22, 20, 15, 5, 4, 11, 16, 0, 3, 12, 2, 13), 952)
9: ((6, 14, 10, 17, 23, 9, 24, 18, 21, 19, 1, 7, 8, 22, 20, 15, 5, 4, 11, 16, 0, 3, 12, 2, 13), 952)
10: ((6, 14, 10, 17, 23, 9, 24, 18, 21, 19, 1, 7, 8, 22, 20, 15, 5, 4, 11, 16, 0, 3, 12, 2, 13), 952)
11: ((6, 14, 10, 17, 23, 9, 24, 18, 21, 19, 1, 7, 8, 22, 20, 15, 5, 4, 11, 16, 0, 3, 12, 2, 13), 952)
12: ((6, 10, 17, 23, 9, 24, 18, 13, 21, 19, 1, 7, 8, 3, 20, 15, 22, 0, 4, 11, 5, 14, 12, 2, 16), 943)
13: ((6, 10, 17, 23, 9, 24, 18, 13, 21, 19, 1, 7, 8, 3, 20, 15, 22, 0, 4, 11, 5, 14, 12, 2, 16), 943)
14: ((10, 16, 23, 21, 1, 2, 7, 6, 13, 11, 15, 14, 5, 18, 19, 22, 20, 3, 4, 17, 9, 24, 0, 8, 12), 933)
15: ((10, 16, 23, 21, 1, 2, 7, 6, 13, 11, 15, 14, 5, 18, 19, 22, 20, 3, 4, 17, 9, 24, 0, 8, 12), 933)
16: ((10, 16, 23, 21, 1, 2, 7, 6, 13, 11, 15, 14, 5, 18, 19, 22, 20, 3, 4, 17, 9, 24, 0, 8, 12), 933)
17: ((10, 16, 23, 21, 1, 2, 7, 6, 13, 11, 15, 14, 5, 18, 19, 22, 20, 3, 4, 17, 9, 24, 0, 8, 12), 933)
18: ((10, 16, 23, 21, 1, 2, 7, 6, 13, 11, 15, 14, 5, 18, 19, 22, 20, 3, 4, 17, 9, 24, 0, 8, 12), 933)
19: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
20: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
21: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
22: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
23: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
24: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
25: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
26: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
27: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
28: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
29: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
30: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
31: ((10, 4, 17, 9, 24, 11, 2, 19, 12, 14, 18, 21, 22, 23, 6, 20, 16, 7, 5, 15, 3, 8, 13, 0, 1), 925)
32: ((16, 9, 24, 17, 20, 18, 6, 19, 10, 21, 1, 7, 8, 22, 15, 12, 13, 23, 11, 5, 2, 3, 14, 4, 0), 923)
