Generations:
0: ((9, 8, 5, 1, 2, 6, 4, 3, 0, 7), 792)
1: ((7, 2, 8, 3, 4, 0, 9, 1, 6, 5), 786)
2: ((7, 8, 3, 2, 4, 0, 9, 1, 6, 5), 781)
3: ((1, 2, 4, 5, 6, 3, 8, 0, 9, 7), 770)
4: ((7, 2, 4, 3, 0, 1, 6, 5, 8, 9), 759)
5: ((7, 2, 4, 1, 6, 5, 0, 9, 3, 8), 765)
6: ((4, 2, 0, 9, 7, 1, 3, 6, 8, 5), 764)
7: ((7, 2, 6, 4, 3, 1, 5, 8, 0, 9), 749)
8: ((7, 2, 6, 4, 3, 1, 5, 8, 0, 9), 749)
9: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
10: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
11: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
12: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
13: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
14: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
15: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
16: ((7, 2, 8, 3, 4, 0, 9, 1, 5, 6), 762)
17: ((7, 5, 3, 4, 2, 0, 9, 1, 6, 8), 760)
18: ((7, 5, 3, 4, 2, 0, 9, 1, 6, 8), 760)
19: ((7, 5, 3, 4, 2, 0, 9, 1, 6, 8), 760)
20: ((7, 5, 3, 4, 2, 0, 9, 1, 6, 8), 760)
21: ((7, 4, 2, 1, 5, 3, 8, 0, 9, 6), 755)
22: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 753)
23: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 753)
24: ((7, 4, 2, 1, 5, 3, 8, 0, 9, 6), 748)
25: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 753)
26: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 753)
27: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 753)
28: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 753)
29: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
30: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
31: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
32: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
33: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
34: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
35: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
36: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
37: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
38: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
39: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
40: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
41: ((4, 3, 7, 2, 1, 5, 8, 0, 9, 6), 752)
42: ((7, 4, 2, 8, 1, 5, 0, 3, 9, 6), 747)
43: ((7, 4, 2, 8, 1, 5, 0, 3, 9, 6), 747)
44: ((7, 4, 2, 8, 1, 5, 0, 3, 9, 6), 747)
45: ((7, 4, 2, 8, 1, 5, 0, 3, 9, 6), 747)
46: ((7, 4, 2, 8, 1, 5, 0, 3, 9, 6), 747)
47: ((7, 4, 2, 8, 0, 1, 9, 6, 3, 5), 751)
48: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
49: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
50: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
51: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
52: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
53: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
54: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
55: ((4, 2, 7, 8, 0, 3, 1, 5, 9, 6), 749)
56: ((2, 4, 7, 8, 1, 5, 0, 9, 6, 3), 747)
