Generations:
0: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
1: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
2: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
3: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
4: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
5: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
6: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
7: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
8: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
9: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
10: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
11: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
12: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
13: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
14: ((14, 7, 4, 8, 18, 21, 2, 17, 22, 15, 0, 6, 9, 24, 3, 13, 16, 19, 12, 10, 1, 5, 20, 11, 23), 978)
15: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
16: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
17: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
18: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
19: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
20: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
21: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
22: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
23: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
24: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
25: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
26: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
27: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
28: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
29: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
30: ((14, 22, 7, 12, 8, 18, 16, 10, 19, 3, 24, 2, 11, 21, 17, 15, 23, 5, 4, 0, 20, 9, 13, 1, 6), 972)
31: ((5, 22, 20, 14, 7, 21, 16, 0, 12, 15, 6, 17, 10, 8, 3, 11, 2, 18, 24, 19, 23, 9, 13, 1, 4), 958)
32: ((5, 22, 20, 14, 7, 21, 16, 0, 12, 15, 6, 17, 10, 8, 3, 11, 2, 18, 24, 19, 23, 9, 13, 1, 4), 958)
33: ((5, 22, 20, 14, 7, 21, 16, 0, 12, 15, 6, 17, 10, 8, 3, 11, 2, 18, 24, 19, 23, 9, 13, 1, 4), 958)
34: ((5, 22, 20, 14, 7, 21, 16, 0, 12, 15, 6, 17, 10, 8, 3, 11, 2, 18, 24, 19, 23, 9, 13, 1, 4), 958)
35: ((5, 22, 20, 14, 7, 21, 16, 0, 12, 15, 6, 17, 10, 8, 3, 11, 2, 18, 24, 19, 23, 9, 13, 1, 4), 958)
36: ((2, 14, 7, 16, 11, 6, 18, 8, 24, 19, 12, 3, 22, 15, 20, 5, 4, 0, 23, 9, 13, 10, 21, 1, 17), 958)
37: ((2, 14, 7, 16, 11, 6, 18, 8, 24, 19, 12, 3, 22, 15, 20, 5, 4, 0, 23, 9, 13, 10, 21, 1, 17), 958)
38: ((2, 14, 7, 16, 11, 6, 18, 8, 24, 19, 12, 3, 22, 15, 20, 5, 4, 0, 23, 9, 13, 10, 21, 1, 17), 958)
39: ((14, 7, 16, 11, 6, 18, 8, 24, 19, 12, 3, 15, 20, 5, 4, 0, 23, 22, 17, 9, 13, 10, 21, 1, 2), 950)
