Generations:
0: ((7, 0, 2, 4, 8, 1, 9, 3, 5, 6), 614)
1: ((7, 6, 9, 0, 1, 4, 5, 3, 2, 8), 588)
2: ((7, 6, 9, 0, 4, 1, 5, 3, 2, 8), 590)
3: ((7, 1, 6, 5, 4, 8, 0, 3, 2, 9), 586)
4: ((7, 1, 6, 5, 4, 8, 0, 3, 2, 9), 586)
5: ((7, 1, 6, 5, 4, 8, 0, 3, 2, 9), 586)
6: ((7, 9, 6, 0, 4, 1, 5, 3, 2, 8), 583)
7: ((7, 9, 6, 0, 4, 1, 5, 3, 2, 8), 583)
8: ((7, 9, 6, 0, 4, 1, 5, 3, 2, 8), 583)
9: ((7, 9, 6, 0, 4, 1, 5, 3, 2, 8), 583)
10: ((9, 7, 6, 1, 5, 4, 0, 8, 3, 2), 570)
11: ((9, 7, 6, 1, 5, 4, 0, 8, 3, 2), 570)
12: ((9, 7, 6, 1, 5, 4, 0, 8, 3, 2), 570)
13: ((9, 7, 6, 1, 5, 4, 0, 8, 3, 2), 570)
14: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
15: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
16: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
17: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
18: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
19: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
20: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
21: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
22: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
23: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
24: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
25: ((7, 6, 1, 5, 4, 8, 0, 9, 3, 2), 567)
