Generations:
0: ((9, 0, 6, 4, 8, 5, 3, 1, 7, 2), 770)
1: ((9, 0, 6, 4, 8, 5, 3, 1, 7, 2), 770)
2: ((9, 0, 6, 4, 8, 5, 3, 1, 7, 2), 784)
3: ((9, 0, 6, 4, 8, 5, 3, 1, 7, 2), 784)
4: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
5: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
6: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
7: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
8: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
9: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
10: ((8, 9, 7, 5, 3, 6, 4, 0, 2, 1), 769)
11: ((9, 0, 5, 8, 4, 3, 6, 7, 2, 1), 776)
12: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 774)
13: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
14: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
15: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
16: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
17: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
18: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
19: ((9, 0, 2, 5, 3, 4, 8, 7, 1, 6), 765)
20: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
21: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
22: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
23: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
24: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
25: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
26: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
27: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
28: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
29: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
30: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
31: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
32: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
33: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
34: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
35: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
36: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
37: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
38: ((9, 0, 2, 5, 3, 4, 7, 8, 1, 6), 765)
39: ((9, 0, 5, 4, 8, 6, 2, 7, 3, 1), 759)
40: ((9, 0, 5, 4, 8, 6, 2, 7, 3, 1), 759)
41: ((9, 0, 5, 4, 8, 6, 2, 7, 3, 1), 759)
42: ((9, 0, 5, 4, 8, 6, 7, 3, 2, 1), 758)
43: ((9, 0, 5, 4, 8, 6, 7, 3, 2, 1), 758)
44: ((9, 0, 5, 4, 8, 6, 7, 3, 2, 1), 758)
45: ((9, 0, 5, 4, 8, 6, 7, 3, 2, 1), 758)
46: ((9, 0, 5, 4, 8, 6, 7, 3, 2, 1), 758)
47: ((9, 0, 5, 4, 8, 6, 2, 7, 3, 1), 759)
48: ((9, 0, 5, 4, 8, 6, 2, 7, 3, 1), 759)
49: ((9, 0, 5, 4, 8, 6, 2, 7, 3, 1), 759)
