Generations:
0: ((1, 12, 19, 18, 24, 16, 21, 0, 2, 3, 10, 7, 22, 5, 11, 13, 8, 15, 9, 6, 17, 4, 14, 23, 20), 1030)
1: ((7, 4, 18, 17, 5, 15, 22, 23, 24, 11, 10, 21, 14, 8, 6, 2, 16, 12, 20, 19, 3, 9, 1, 13, 0), 1029)
2: ((10, 21, 2, 0, 9, 11, 4, 24, 7, 22, 17, 12, 19, 23, 16, 1, 6, 20, 13, 15, 8, 3, 14, 18, 5), 1021)
3: ((10, 21, 2, 0, 9, 11, 4, 24, 7, 22, 17, 12, 19, 23, 16, 1, 6, 20, 13, 15, 8, 3, 14, 18, 5), 1021)
4: ((22, 2, 18, 19, 11, 23, 20, 24, 10, 21, 14, 8, 6, 16, 12, 3, 9, 1, 13, 0, 7, 4, 17, 5, 15), 1008)
5: ((23, 1, 19, 12, 7, 16, 24, 0, 14, 18, 3, 21, 9, 15, 13, 2, 11, 4, 10, 5, 8, 22, 17, 6, 20), 996)
6: ((23, 1, 19, 12, 7, 16, 24, 0, 14, 18, 3, 21, 9, 15, 13, 2, 11, 4, 10, 5, 8, 22, 17, 6, 20), 996)
7: ((23, 1, 19, 12, 7, 16, 24, 0, 14, 18, 3, 21, 9, 15, 13, 2, 11, 4, 10, 5, 8, 22, 17, 6, 20), 996)
8: ((2, 0, 18, 19, 11, 23, 20, 24, 10, 21, 14, 8, 6, 16, 12, 3, 9, 1, 13, 15, 5, 4, 22, 7, 17), 988)
9: ((0, 2, 7, 16, 24, 18, 4, 10, 21, 14, 6, 8, 17, 11, 13, 1, 15, 19, 3, 5, 12, 22, 20, 23, 9), 988)
10: ((0, 2, 7, 16, 24, 18, 4, 10, 21, 14, 6, 8, 17, 11, 13, 1, 15, 19, 3, 5, 12, 22, 20, 23, 9), 988)
11: ((0, 2, 7, 16, 24, 18, 4, 10, 21, 14, 6, 8, 17, 11, 13, 1, 15, 19, 3, 5, 12, 22, 20, 23, 9), 988)
12: ((0, 2, 7, 16, 24, 18, 4, 10, 21, 14, 6, 8, 17, 11, 13, 1, 15, 19, 3, 5, 12, 22, 20, 23, 9), 988)
13: ((24, 20, 11, 12, 3, 18, 9, 16, 10, 7, 21, 13, 4, 0, 19, 17, 8, 5, 6, 2, 22, 1, 23, 14, 15), 983)
14: ((16, 23, 2, 11, 9, 15, 24, 18, 10, 8, 17, 1, 12, 5, 0, 21, 14, 6, 22, 7, 19, 4, 13, 20, 3), 978)
15: ((16, 23, 2, 11, 9, 15, 24, 18, 10, 8, 17, 1, 12, 5, 0, 21, 14, 6, 22, 7, 19, 4, 13, 20, 3), 978)
16: ((16, 23, 2, 11, 9, 15, 24, 18, 10, 8, 17, 1, 12, 5, 0, 21, 14, 6, 22, 7, 19, 4, 13, 20, 3), 978)
17: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
18: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
19: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
20: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
21: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
22: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
23: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
24: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
25: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
26: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
27: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
28: ((11, 18, 9, 16, 10, 7, 12, 8, 0, 17, 1, 22, 21, 13, 3, 5, 20, 24, 4, 6, 23, 2, 15, 19, 14), 970)
