Generations:
0: ((5, 4, 3, 7, 9, 6, 2, 1, 8, 0), 706)
1: ((5, 4, 3, 7, 9, 6, 2, 1, 8, 0), 706)
2: ((5, 4, 3, 7, 9, 6, 2, 1, 8, 0), 706)
3: ((5, 4, 3, 7, 9, 6, 2, 1, 8, 0), 706)
4: ((5, 4, 3, 7, 9, 6, 2, 1, 8, 0), 706)
5: ((5, 4, 3, 7, 9, 6, 2, 1, 8, 0), 706)
6: ((5, 3, 1, 0, 4, 7, 2, 8, 9, 6), 704)
7: ((5, 3, 1, 0, 4, 7, 2, 8, 9, 6), 704)
8: ((5, 3, 1, 0, 4, 7, 2, 8, 9, 6), 704)
9: ((5, 3, 1, 0, 4, 7, 2, 8, 9, 6), 704)
10: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
11: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
12: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
13: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
14: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
15: ((3, 5, 9, 6, 2, 4, 8, 1, 0, 7), 697)
16: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
17: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
18: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
19: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
20: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
21: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
22: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
23: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
24: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
25: ((8, 4, 1, 9, 7, 3, 2, 6, 5, 0), 694)
26: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
27: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
28: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
29: ((5, 9, 3, 6, 2, 4, 8, 1, 7, 0), 700)
30: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
31: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
32: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
33: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
34: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
35: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
36: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
37: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
38: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
39: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
40: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
41: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
42: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
43: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
44: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
45: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
46: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
47: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
48: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
49: ((9, 7, 1, 2, 6, 4, 8, 3, 0, 5), 697)
50: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
51: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
52: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
53: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
54: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
55: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
56: ((8, 4, 9, 7, 1, 2, 6, 5, 3, 0), 698)
57: ((8, 4, 9, 7, 1, 2, 6, 3, 5, 0), 696)
58: ((8, 4, 9, 7, 1, 2, 6, 3, 5, 0), 696)
59: ((8, 4, 9, 7, 1, 2, 6, 3, 5, 0), 696)
60: ((7, 2, 3, 6, 9, 1, 4, 8, 5, 0), 699)
61: ((8, 1, 4, 7, 9, 3, 2, 5, 6, 0), 693)
62: ((8, 1, 4, 7, 9, 3, 2, 5, 6, 0), 693)
63: ((8, 1, 4, 7, 9, 3, 2, 5, 6, 0), 693)
