Generations:
0: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
1: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
2: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
3: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
4: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
5: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
6: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
7: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
8: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
9: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
10: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
11: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
12: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
13: ((14, 10, 7, 13, 3, 9, 6, 18, 2, 23, 5, 4, 8, 15, 0, 17, 21, 24, 20, 11, 16, 12, 22, 19, 1), 884)
