Generations:
0: ((2, 4, 0, 1, 3), 978)
1: ((1, 0, 2, 3, 4), 972)
2: ((3, 1, 0, 2, 4), 972)
3: ((3, 1, 0, 2, 4), 972)
4: ((1, 3, 0, 2, 4), 972)
5: ((1, 3, 0, 2, 4), 972)
6: ((2, 4, 0, 1, 3), 978)
7: ((2, 4, 0, 1, 3), 978)
8: ((2, 4, 0, 1, 3), 978)
9: ((2, 4, 0, 1, 3), 978)
10: ((1, 0, 2, 3, 4), 972)
11: ((1, 0, 2, 3, 4), 972)
12: ((1, 0, 2, 3, 4), 972)
13: ((1, 0, 2, 3, 4), 972)
14: ((1, 0, 2, 3, 4), 972)
15: ((1, 0, 2, 3, 4), 972)
16: ((2, 4, 0, 1, 3), 978)
17: ((1, 3, 0, 2, 4), 972)
18: ((1, 3, 0, 2, 4), 972)
19: ((1, 0, 3, 2, 4), 972)
20: ((2, 4, 0, 1, 3), 978)
21: ((1, 0, 3, 2, 4), 972)
22: ((1, 0, 3, 2, 4), 972)
23: ((1, 3, 0, 2, 4), 972)
24: ((1, 3, 0, 2, 4), 972)
25: ((1, 3, 0, 2, 4), 972)
26: ((3, 1, 0, 2, 4), 972)
27: ((1, 3, 0, 2, 4), 972)
28: ((1, 3, 0, 2, 4), 972)
29: ((1, 0, 3, 2, 4), 972)
30: ((1, 0, 3, 2, 4), 972)
31: ((1, 3, 0, 2, 4), 972)
32: ((1, 3, 0, 2, 4), 972)
33: ((1, 3, 0, 2, 4), 972)
34: ((1, 3, 0, 2, 4), 972)
35: ((3, 1, 0, 2, 4), 972)
36: ((3, 1, 0, 2, 4), 972)
37: ((2, 4, 0, 1, 3), 978)
38: ((3, 1, 0, 2, 4), 972)
39: ((3, 1, 0, 2, 4), 972)
40: ((3, 1, 0, 2, 4), 972)
41: ((3, 1, 0, 2, 4), 972)
42: ((3, 1, 0, 2, 4), 972)
43: ((3, 1, 0, 2, 4), 972)
44: ((1, 0, 3, 2, 4), 972)
45: ((1, 0, 3, 2, 4), 972)
46: ((2, 4, 0, 1, 3), 978)
47: ((2, 4, 0, 1, 3), 978)
48: ((1, 3, 0, 2, 4), 972)
49: ((2, 4, 0, 1, 3), 978)
50: ((2, 4, 0, 1, 3), 978)
51: ((1, 0, 2, 3, 4), 972)
52: ((2, 4, 0, 1, 3), 978)
53: ((2, 4, 0, 1, 3), 978)
54: ((1, 0, 3, 2, 4), 972)
55: ((1, 0, 3, 2, 4), 972)
56: ((3, 1, 0, 2, 4), 972)
57: ((1, 3, 0, 2, 4), 972)
58: ((1, 3, 0, 2, 4), 972)
59: ((1, 3, 0, 2, 4), 972)
60: ((1, 3, 0, 2, 4), 972)
61: ((1, 3, 0, 2, 4), 972)
62: ((1, 3, 0, 2, 4), 972)
63: ((1, 3, 0, 2, 4), 972)
64: ((1, 3, 0, 2, 4), 972)
65: ((1, 0, 2, 3, 4), 972)
66: ((1, 0, 2, 3, 4), 972)
67: ((1, 0, 2, 3, 4), 972)
68: ((1, 0, 2, 3, 4), 972)
69: ((2, 4, 0, 1, 3), 978)
70: ((1, 0, 2, 3, 4), 972)
71: ((2, 4, 0, 1, 3), 978)
72: ((3, 1, 0, 2, 4), 972)
73: ((3, 1, 0, 2, 4), 972)
74: ((2, 4, 0, 1, 3), 978)
75: ((2, 4, 0, 1, 3), 978)
76: ((1, 0, 3, 2, 4), 972)
77: ((1, 0, 3, 2, 4), 972)
78: ((1, 0, 3, 2, 4), 972)
79: ((1, 3, 0, 2, 4), 972)
80: ((2, 4, 0, 1, 3), 978)
81: ((2, 4, 0, 1, 3), 978)
82: ((1, 3, 0, 2, 4), 972)
83: ((1, 3, 0, 2, 4), 972)
84: ((1, 0, 3, 2, 4), 972)
85: ((1, 0, 3, 2, 4), 972)
86: ((1, 0, 3, 2, 4), 972)
87: ((1, 0, 3, 2, 4), 972)
88: ((1, 0, 3, 2, 4), 972)
89: ((1, 0, 3, 2, 4), 972)
90: ((1, 0, 3, 2, 4), 972)
91: ((1, 0, 3, 2, 4), 972)
92: ((1, 0, 3, 2, 4), 972)
93: ((2, 4, 0, 1, 3), 978)
94: ((1, 0, 3, 2, 4), 972)
95: ((1, 0, 3, 2, 4), 972)
96: ((1, 3, 0, 2, 4), 972)
97: ((1, 0, 3, 2, 4), 972)
98: ((1, 0, 3, 2, 4), 972)
99: ((1, 0, 3, 2, 4), 972)
100: ((1, 0, 3, 2, 4), 972)
Best: ((1, 0, 2, 3, 4), 972)
Runtime: 5.8314636 s
