Generations:
0: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
1: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
2: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
3: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
4: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
5: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
6: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
7: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
8: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
9: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
10: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
11: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
12: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
13: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
14: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
15: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
16: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
17: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
18: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
19: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
20: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
21: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
22: ((2, 42, 8, 23, 36, 30, 28, 18, 16, 20, 44, 41, 35, 39, 7, 24, 32, 9, 34, 45, 38, 3, 47, 10, 40, 27, 0, 4, 11, 37, 26, 13, 14, 46, 17, 48, 6, 5, 1, 49, 43, 22, 25, 31, 15, 12, 21, 33, 19, 29), 1556)
