Generations:
0: ((2, 0, 1, 4, 3), 978)
1: ((1, 3, 0, 2, 4), 972)
2: ((2, 0, 1, 4, 3), 978)
3: ((3, 1, 0, 2, 4), 972)
4: ((2, 0, 1, 4, 3), 978)
5: ((2, 0, 1, 4, 3), 978)
6: ((3, 1, 0, 2, 4), 972)
7: ((3, 1, 0, 2, 4), 972)
8: ((2, 0, 1, 4, 3), 978)
9: ((1, 0, 2, 3, 4), 972)
10: ((1, 3, 0, 2, 4), 972)
11: ((1, 0, 2, 3, 4), 972)
12: ((2, 0, 1, 4, 3), 978)
13: ((1, 0, 2, 3, 4), 972)
14: ((1, 0, 2, 3, 4), 972)
15: ((3, 1, 0, 2, 4), 972)
16: ((2, 0, 1, 4, 3), 978)
17: ((1, 0, 2, 3, 4), 972)
18: ((1, 3, 0, 2, 4), 972)
19: ((1, 3, 0, 2, 4), 972)
20: ((1, 3, 0, 2, 4), 972)
21: ((1, 0, 3, 2, 4), 972)
22: ((1, 0, 3, 2, 4), 972)
23: ((1, 0, 3, 2, 4), 972)
24: ((1, 0, 3, 2, 4), 972)
25: ((1, 0, 3, 2, 4), 972)
26: ((1, 0, 3, 2, 4), 972)
27: ((1, 0, 3, 2, 4), 972)
28: ((2, 0, 1, 4, 3), 978)
29: ((1, 3, 0, 2, 4), 972)
30: ((1, 3, 0, 2, 4), 972)
31: ((3, 1, 0, 2, 4), 972)
32: ((3, 1, 0, 2, 4), 972)
33: ((3, 1, 0, 2, 4), 972)
34: ((2, 0, 1, 4, 3), 978)
35: ((2, 0, 1, 4, 3), 978)
36: ((1, 3, 0, 2, 4), 972)
37: ((2, 0, 1, 4, 3), 978)
38: ((2, 0, 1, 4, 3), 978)
39: ((1, 0, 2, 3, 4), 972)
40: ((1, 0, 2, 3, 4), 972)
41: ((2, 0, 1, 4, 3), 978)
42: ((2, 0, 1, 4, 3), 978)
43: ((1, 0, 2, 3, 4), 972)
44: ((1, 0, 2, 3, 4), 972)
45: ((1, 0, 2, 3, 4), 972)
46: ((1, 0, 2, 3, 4), 972)
47: ((1, 0, 2, 3, 4), 972)
48: ((1, 3, 0, 2, 4), 972)
49: ((1, 0, 3, 2, 4), 972)
50: ((1, 0, 3, 2, 4), 972)
51: ((1, 0, 2, 3, 4), 972)
52: ((1, 0, 2, 3, 4), 972)
53: ((1, 0, 3, 2, 4), 972)
54: ((3, 1, 0, 2, 4), 972)
55: ((3, 1, 0, 2, 4), 972)
56: ((2, 0, 1, 4, 3), 978)
57: ((2, 0, 1, 4, 3), 978)
58: ((2, 0, 1, 4, 3), 978)
59: ((3, 1, 0, 2, 4), 972)
60: ((2, 0, 1, 4, 3), 978)
61: ((1, 0, 3, 2, 4), 972)
62: ((2, 0, 1, 4, 3), 978)
63: ((1, 3, 0, 2, 4), 972)
64: ((1, 3, 0, 2, 4), 972)
65: ((1, 3, 0, 2, 4), 972)
66: ((2, 0, 1, 4, 3), 978)
67: ((2, 0, 1, 4, 3), 978)
68: ((2, 0, 1, 4, 3), 978)
69: ((2, 0, 1, 4, 3), 978)
70: ((1, 3, 0, 2, 4), 972)
71: ((1, 3, 0, 2, 4), 972)
72: ((1, 3, 0, 2, 4), 972)
73: ((2, 0, 1, 4, 3), 978)
74: ((2, 0, 1, 4, 3), 978)
75: ((1, 0, 3, 2, 4), 972)
76: ((1, 0, 3, 2, 4), 972)
77: ((1, 0, 3, 2, 4), 972)
78: ((1, 0, 3, 2, 4), 972)
79: ((1, 0, 3, 2, 4), 972)
80: ((1, 0, 3, 2, 4), 972)
81: ((3, 1, 0, 2, 4), 972)
82: ((2, 0, 1, 4, 3), 978)
83: ((2, 0, 1, 4, 3), 978)
84: ((2, 0, 1, 4, 3), 978)
85: ((1, 0, 2, 3, 4), 972)
86: ((1, 0, 2, 3, 4), 972)
87: ((1, 0, 2, 3, 4), 972)
88: ((3, 1, 0, 2, 4), 972)
89: ((1, 3, 0, 2, 4), 972)
90: ((2, 0, 1, 4, 3), 978)
91: ((1, 0, 3, 2, 4), 972)
92: ((1, 0, 3, 2, 4), 972)
93: ((2, 0, 1, 4, 3), 978)
94: ((3, 1, 0, 2, 4), 972)
95: ((3, 1, 0, 2, 4), 972)
96: ((1, 0, 2, 3, 4), 972)
97: ((1, 0, 2, 3, 4), 972)
98: ((3, 1, 0, 2, 4), 972)
99: ((3, 1, 0, 2, 4), 972)
100: ((1, 0, 2, 3, 4), 972)
Best: ((1, 3, 0, 2, 4), 972)
Runtime: 6.044760699999999 s
