Generations:
0: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
1: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
2: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
3: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
4: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
5: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
6: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
7: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
8: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
9: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
10: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
11: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
12: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
13: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
14: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
15: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
16: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
17: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
18: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
19: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
20: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
21: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
22: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
23: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
24: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
25: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
26: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
27: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
28: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
29: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
30: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
31: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
32: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
33: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
34: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
35: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
36: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
37: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
38: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
39: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
40: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
41: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
42: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
43: ((15, 6, 13, 18, 8, 12, 17, 20, 0, 14, 1, 23, 21, 22, 7, 10, 4, 24, 5, 9, 11, 2, 16, 3, 19), 884)
