Generations:
0: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
1: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
2: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
3: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
4: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
5: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
6: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
7: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
8: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
9: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
10: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
11: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
12: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
13: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
14: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
15: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
16: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
17: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
18: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
19: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
20: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
21: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
22: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
23: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
24: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
25: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
26: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
27: ((13, 10, 4, 7, 8, 14, 5, 11, 3, 1, 12, 0, 9, 6, 2), 1071)
