Generations:
0: ((3, 1, 0, 2, 4), 972)
1: ((3, 1, 0, 2, 4), 972)
2: ((3, 1, 0, 2, 4), 972)
3: ((3, 1, 0, 2, 4), 972)
4: ((3, 1, 0, 2, 4), 972)
5: ((3, 1, 0, 2, 4), 972)
6: ((3, 1, 0, 2, 4), 972)
7: ((2, 4, 0, 3, 1), 978)
8: ((1, 3, 0, 2, 4), 972)
9: ((2, 4, 0, 3, 1), 978)
10: ((1, 0, 2, 3, 4), 972)
11: ((1, 0, 2, 3, 4), 972)
12: ((1, 0, 2, 3, 4), 972)
13: ((1, 0, 2, 3, 4), 972)
14: ((1, 3, 0, 2, 4), 972)
15: ((2, 4, 0, 3, 1), 978)
16: ((1, 0, 2, 3, 4), 972)
17: ((3, 1, 0, 2, 4), 972)
18: ((3, 1, 0, 2, 4), 972)
19: ((3, 1, 0, 2, 4), 972)
20: ((3, 1, 0, 2, 4), 972)
21: ((2, 4, 0, 3, 1), 978)
22: ((1, 0, 3, 2, 4), 972)
23: ((1, 0, 3, 2, 4), 972)
24: ((1, 0, 3, 2, 4), 972)
25: ((2, 4, 0, 3, 1), 978)
26: ((1, 3, 0, 2, 4), 972)
27: ((1, 3, 0, 2, 4), 972)
28: ((1, 3, 0, 2, 4), 972)
29: ((1, 3, 0, 2, 4), 972)
30: ((1, 3, 0, 2, 4), 972)
31: ((1, 0, 2, 3, 4), 972)
32: ((1, 0, 2, 3, 4), 972)
33: ((1, 0, 2, 3, 4), 972)
34: ((2, 4, 0, 3, 1), 978)
35: ((3, 1, 0, 2, 4), 972)
36: ((2, 4, 0, 3, 1), 978)
37: ((3, 1, 0, 2, 4), 972)
38: ((3, 1, 0, 2, 4), 972)
39: ((3, 1, 0, 2, 4), 972)
40: ((3, 1, 0, 2, 4), 972)
41: ((1, 0, 2, 3, 4), 972)
42: ((1, 0, 3, 2, 4), 972)
43: ((1, 0, 3, 2, 4), 972)
44: ((1, 0, 3, 2, 4), 972)
45: ((1, 0, 3, 2, 4), 972)
46: ((2, 4, 0, 3, 1), 978)
47: ((1, 0, 2, 3, 4), 972)
48: ((2, 4, 0, 3, 1), 978)
49: ((3, 1, 0, 2, 4), 972)
50: ((3, 1, 0, 2, 4), 972)
51: ((1, 0, 2, 3, 4), 972)
52: ((1, 0, 2, 3, 4), 972)
53: ((1, 0, 2, 3, 4), 972)
54: ((1, 0, 2, 3, 4), 972)
55: ((3, 1, 0, 2, 4), 972)
56: ((3, 1, 0, 2, 4), 972)
57: ((1, 0, 2, 3, 4), 972)
58: ((2, 4, 0, 3, 1), 978)
59: ((3, 1, 0, 2, 4), 972)
60: ((3, 1, 0, 2, 4), 972)
61: ((1, 0, 2, 3, 4), 972)
62: ((2, 4, 0, 3, 1), 978)
63: ((2, 4, 0, 3, 1), 978)
64: ((2, 4, 0, 3, 1), 978)
65: ((2, 4, 0, 3, 1), 978)
66: ((2, 4, 0, 3, 1), 978)
67: ((1, 0, 3, 2, 4), 972)
68: ((2, 4, 0, 3, 1), 978)
69: ((1, 3, 0, 2, 4), 972)
70: ((2, 4, 0, 3, 1), 978)
71: ((2, 4, 0, 3, 1), 978)
72: ((1, 0, 3, 2, 4), 972)
73: ((1, 0, 3, 2, 4), 972)
74: ((1, 0, 3, 2, 4), 972)
75: ((2, 4, 0, 3, 1), 978)
76: ((1, 3, 0, 2, 4), 972)
77: ((1, 3, 0, 2, 4), 972)
78: ((1, 3, 0, 2, 4), 972)
79: ((1, 3, 0, 2, 4), 972)
80: ((1, 3, 0, 2, 4), 972)
81: ((1, 3, 0, 2, 4), 972)
82: ((1, 3, 0, 2, 4), 972)
83: ((1, 3, 0, 2, 4), 972)
84: ((1, 3, 0, 2, 4), 972)
85: ((1, 3, 0, 2, 4), 972)
86: ((1, 3, 0, 2, 4), 972)
87: ((1, 3, 0, 2, 4), 972)
88: ((2, 4, 0, 3, 1), 978)
89: ((2, 4, 0, 3, 1), 978)
90: ((2, 4, 0, 3, 1), 978)
91: ((2, 4, 0, 3, 1), 978)
92: ((1, 3, 0, 2, 4), 972)
93: ((1, 0, 2, 3, 4), 972)
94: ((1, 0, 2, 3, 4), 972)
95: ((1, 0, 2, 3, 4), 972)
96: ((1, 0, 2, 3, 4), 972)
97: ((2, 4, 0, 3, 1), 978)
98: ((2, 4, 0, 3, 1), 978)
99: ((3, 1, 0, 2, 4), 972)
100: ((3, 1, 0, 2, 4), 972)
Best: ((3, 1, 0, 2, 4), 972)
Runtime: 6.1644908 s
