Generations:
0: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
1: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
2: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
3: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
4: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
5: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
6: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
7: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
8: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
9: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
10: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
11: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
12: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
13: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
14: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
15: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
16: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
17: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
18: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
19: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
20: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
21: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
22: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
23: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
24: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
25: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
26: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
27: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
28: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
29: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
30: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
31: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
32: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
33: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
34: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
35: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
36: ((21, 14, 10, 4, 5, 1, 3, 20, 13, 24, 17, 15, 12, 22, 2, 7, 8, 19, 9, 6, 23, 18, 11, 16, 0), 884)
