Generations:
0: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
1: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
2: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
3: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
4: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
5: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
6: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
7: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
8: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
9: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
10: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
11: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
12: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
13: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
14: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
15: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
16: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
17: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
18: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
19: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
20: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
21: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
22: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
23: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
24: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
25: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
26: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
27: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
28: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
29: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
30: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
31: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
32: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
33: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
34: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
35: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
36: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
37: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
38: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
39: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
40: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
41: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
42: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
43: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
44: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
45: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
46: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
47: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
48: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
49: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
50: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
51: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
52: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
53: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
54: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
55: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
56: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
57: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
58: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
59: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
60: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
61: ((9, 7, 8, 1, 2, 5, 3, 4, 6, 0), 887)
62: ((8, 3, 0, 2, 5, 7, 6, 9, 1, 4), 887)
63: ((4, 2, 5, 8, 9, 3, 1, 7, 0, 6), 887)
64: ((4, 2, 5, 8, 9, 3, 1, 7, 0, 6), 887)
65: ((4, 2, 5, 8, 9, 3, 1, 7, 0, 6), 887)
66: ((8, 5, 7, 1, 4, 2, 9, 3, 6, 0), 887)
67: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
68: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
69: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
70: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
71: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
72: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
73: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
74: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
75: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
76: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
77: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
78: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
79: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
80: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
81: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
82: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
83: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
84: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
85: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
86: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
87: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
88: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
89: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
90: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
91: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
92: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
93: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
94: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
95: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
96: ((1, 9, 4, 7, 0, 8, 3, 2, 5, 6), 887)
Best: ((4, 0, 2, 7, 8, 6, 9, 1, 3, 5), 887)
Runtime: 8.2171911 s
