Generations:
0: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
1: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
2: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
3: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
4: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
5: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
6: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
7: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
8: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
9: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
10: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
11: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
12: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
13: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
14: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
15: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
16: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
17: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
18: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
19: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
20: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
21: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
22: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
23: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
24: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
25: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
26: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
27: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
28: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
29: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
30: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
31: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
32: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
33: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
34: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
35: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
36: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
37: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
38: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
39: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
40: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
41: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
42: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
43: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
44: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
45: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
46: ((0, 14, 13, 8, 7, 11, 12, 2, 1, 5, 10, 3, 6, 4, 9), 1120)
