Generations:
0: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
1: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
2: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
3: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
4: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
5: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
6: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
7: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
8: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
9: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
10: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
11: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
12: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
13: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
14: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
15: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
16: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
17: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
18: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
19: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
20: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
21: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
22: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
23: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
24: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
25: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
26: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
27: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
28: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
29: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
30: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
31: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
32: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
33: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
34: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
35: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
36: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
37: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
38: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
39: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
40: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
41: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
42: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
43: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
44: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
45: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
46: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
47: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
48: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
49: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
50: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
51: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
52: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
53: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
54: ((11, 31, 37, 38, 16, 26, 9, 29, 14, 48, 8, 17, 5, 45, 32, 25, 30, 18, 40, 19, 36, 12, 34, 7, 35, 21, 4, 24, 46, 28, 44, 42, 27, 49, 20, 22, 6, 23, 39, 47, 13, 15, 2, 10, 1, 43, 0, 33, 3, 41), 1313)
