Generations:
0: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
1: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
2: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
3: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
4: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
5: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
6: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
7: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
8: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
9: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
10: ((27, 60, 18, 37, 34, 70, 6, 14, 72, 12, 53, 44, 43, 28, 33, 10, 3, 13, 59, 74, 23, 55, 63, 17, 48, 65, 2, 52, 7, 11, 71, 30, 56, 73, 41, 61, 31, 42, 69, 68, 46, 22, 38, 21, 20, 62, 51, 54, 49, 1, 26, 36, 0, 16, 9, 64, 50, 8, 58, 57, 15, 66, 29, 67, 25, 45, 47, 39, 35, 24, 5, 32, 40, 19, 4), 1386)
