Generations:
0: ((4, 12, 0, 22, 1, 16, 14, 17, 21, 11, 23, 6, 13, 5, 8, 20, 19, 3, 2, 24, 15, 18, 9, 7, 10), 1139)
1: ((24, 17, 11, 6, 4, 5, 18, 2, 9, 21, 22, 23, 20, 1, 16, 14, 7, 13, 10, 12, 8, 0, 3, 19, 15), 1136)
2: ((5, 4, 24, 7, 8, 15, 17, 9, 22, 21, 23, 11, 20, 13, 3, 19, 0, 16, 12, 6, 18, 14, 2, 1, 10), 1124)
3: ((5, 4, 24, 7, 8, 15, 17, 9, 22, 21, 23, 11, 20, 13, 3, 19, 0, 16, 12, 6, 18, 14, 2, 1, 10), 1124)
4: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
5: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
6: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
7: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
8: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
9: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
10: ((9, 1, 7, 21, 4, 17, 16, 5, 0, 8, 10, 22, 18, 13, 23, 19, 12, 2, 14, 20, 15, 6, 3, 11, 24), 1118)
11: ((17, 4, 22, 5, 10, 12, 16, 19, 8, 3, 24, 2, 20, 23, 7, 11, 15, 9, 1, 13, 6, 0, 21, 18, 14), 1118)
12: ((17, 4, 22, 5, 10, 12, 16, 19, 8, 3, 24, 2, 20, 23, 7, 11, 15, 9, 1, 13, 6, 0, 21, 18, 14), 1118)
13: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
14: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
15: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
16: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
17: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
18: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
19: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
20: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
21: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
22: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
23: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
24: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
25: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
26: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
27: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 2, 20, 23, 7, 15, 24, 11, 9, 6, 0, 1, 13, 5, 17, 18), 1118)
28: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
29: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
30: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
31: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
32: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
33: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
34: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
35: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
36: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
37: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
38: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
39: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
40: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
41: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
42: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
43: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
44: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
45: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
46: ((4, 18, 21, 7, 6, 22, 16, 19, 8, 3, 24, 2, 20, 23, 15, 0, 10, 9, 17, 13, 11, 12, 1, 5, 14), 1118)
47: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 24, 2, 20, 23, 11, 15, 9, 1, 13, 6, 7, 0, 5, 17, 18), 1118)
48: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 24, 2, 20, 23, 11, 15, 9, 1, 13, 6, 7, 0, 5, 17, 18), 1118)
49: ((4, 14, 21, 12, 10, 22, 16, 19, 8, 3, 24, 2, 20, 23, 11, 15, 9, 1, 13, 6, 7, 0, 5, 17, 18), 1118)
