Generations:
0: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
1: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
2: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
3: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
4: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
5: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
6: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
7: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
8: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
9: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
10: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
11: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
12: ((23, 1, 21, 17, 10, 0, 6, 7, 19, 8, 11, 18, 3, 5, 4, 14, 16, 20, 2, 22, 15, 13, 12, 9, 24), 884)
