Generations:
0: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
1: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
2: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
3: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
4: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
5: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
6: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
7: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
8: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
9: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
10: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
11: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
12: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
13: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
14: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
15: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
16: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
17: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
18: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
19: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
20: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
21: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
22: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
23: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
24: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
25: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
26: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
27: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
28: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
29: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
30: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
31: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
32: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
33: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
34: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
35: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
36: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
37: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
38: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
39: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
40: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
41: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
42: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
43: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
44: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
45: ((8, 7, 9, 4, 6, 1, 5, 2, 0, 3), 900)
46: ((0, 4, 9, 6, 7, 8, 5, 3, 2, 1), 900)
47: ((0, 4, 9, 6, 7, 8, 5, 3, 2, 1), 900)
48: ((0, 4, 9, 6, 7, 8, 5, 3, 2, 1), 900)
49: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
50: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
51: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
52: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
53: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
54: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
55: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
56: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
57: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
58: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
59: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
60: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
61: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
62: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
63: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
64: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
65: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
66: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
67: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
68: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
69: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
70: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
71: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
72: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
73: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
74: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
75: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
76: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
77: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
78: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
79: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
80: ((3, 2, 9, 7, 0, 5, 8, 4, 1, 6), 900)
