Generations:
0: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
1: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
2: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
3: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
4: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
5: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
6: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
7: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
8: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
9: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
10: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
11: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
12: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
13: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
14: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
15: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
16: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
17: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
18: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
19: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
20: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
21: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
22: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
23: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
24: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
25: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
26: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
27: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
28: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
29: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
30: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
31: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
32: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
33: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
34: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
35: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
36: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
37: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
38: ((14, 10, 13, 4, 12, 3, 1, 8, 2, 7, 5, 0, 9, 11, 6), 1120)
